Run ID (log path),QC (min query count),Max latency (ns),QPS w/ loadgen overhead,QPS w/o loadgen overhead
Orin_v4.1_logs,16,20006816,96.96,100.83
Orin_v4.1_logs,64,17179040,164.10,165.31
Orin_v4.1_logs,16,25010912,99.93,103.23
Orin_v4.1_logs,64,20808256,146.79,148.45
Orin_v4.1_logs,128,33338944,173.44,174.63
Orin_v4.1_logs,16,23381792,92.82,95.70
Orin_v4.1_logs,256,22915104,166.11,166.72
Orin_v4.1_logs,16,27382304,95.72,98.98
Orin_v4.1_logs,16,29256864,100.91,103.64
Orin_v4.1_logs,32,16931008,142.21,143.86
Orin_v4.1_logs,128,21667072,176.63,177.26
Orin_v4.1_logs,16,19332288,104.07,107.49
Orin_v4.1_logs,32,31528416,129.83,132.38
Orin_v4.1_logs,128,21803712,161.47,161.47
Orin_v4.1_logs,16,27231616,88.71,91.42
Orin_v4.1_logs,256,9137312,175.89,176.14
Orin_v4.1_logs,128,23252448,172.61,173.88
Orin_v4.1_logs,128,20179136,176.40,176.72
Orin_v4.1_logs,256,23808832,164.54,165.18
Orin_v4.1_logs,64,28365920,145.41,146.14
Orin_v4.1_logs,16,17397632,107.56,111.26
Orin_v4.1_logs,32,25147584,117.09,118.98
Orin_v4.1_logs,256,20135968,185.13,185.93
Orin_v4.1_logs,256,21500896,162.46,162.79
Orin_v4.1_logs,16,28537888,82.63,84.10
Orin_v4.1_logs,16,17419488,107.83,111.45
Orin_v4.1_logs,64,23419520,158.40,159.40
Orin_v4.1_logs,128,23460704,173.60,174.26
Orin_v4.1_logs,256,19731616,183.05,183.86
Orin_v4.1_logs,32,33366656,110.38,112.48
Orin_v4.1_logs,16,20667552,102.20,107.41
Orin_v4.1_logs,16,16870432,109.47,113.94
Orin_v4.1_logs,128,16987200,176.09,176.40
Orin_v4.1_logs,256,11594784,176.58,176.99
Orin_v4.1_logs,16,20427680,102.21,108.03
Orin_v4.1_logs,32,22056800,123.48,125.19
Orin_v4.1_logs,256,23518496,182.30,183.44
Orin_v4.1_logs,128,23742080,174.81,175.42
Orin_v4.1_logs,16,35987072,91.59,95.14
Orin_v4.1_logs,16,21651776,101.55,107.03
Orin_v4.1_logs,256,24080448,164.43,164.90
Orin_v4.1_logs,128,38302112,171.98,172.58
Orin_v4.1_logs,256,23424928,181.72,182.40
Orin_v4.1_logs,64,8752608,177.88,178.55
Orin_v4.1_logs,16,22954592,97.26,100.80
Orin_v4.1_logs,64,7606016,177.71,178.45
Orin_v4.1_logs,256,23071520,182.88,183.64
Orin_v4.1_logs,16,26711744,97.72,101.23
Orin_v4.1_logs,64,42999392,131.20,133.01
Orin_v4.1_logs,32,24501408,122.90,124.63
Orin_v4.1_logs,64,19296064,152.81,153.88
Orin_v4.1_logs,16,23760736,98.65,102.36
Orin_v4.1_logs,32,8376896,173.01,172.61
Orin_v4.1_logs,64,17888320,163.18,164.71
Orin_v4.1_logs,16,21581952,102.25,106.42
Orin_v4.1_logs,16,23405536,94.97,100.26
Orin_v4.1_logs,32,16985056,137.95,141.17
Orin_v4.1_logs,16,7953568,169.76,171.35
Orin_v4.1_logs,256,22089184,166.27,166.63
Orin_v4.1_logs,64,26998816,160.47,161.51
Orin_v4.1_logs,128,21576768,157.79,158.57
Orin_v4.1_logs,64,19369056,163.79,164.99
Orin_v4.1_logs,16,22100896,103.17,107.37
Orin_v4.1_logs,16,23461344,100.20,104.62
Orin_v4.1_logs,32,25921376,106.20,108.02
Orin_v4.1_logs,64,36082112,147.92,148.81
Orin_v4.1_logs,256,23726368,182.76,183.12
Orin_v4.1_logs,128,30087680,156.58,157.05
Orin_v4.1_logs,16,23346912,98.63,102.16
Orin_v4.1_logs,32,22079936,124.79,126.71
Orin_v4.1_logs,128,19934848,159.29,159.86
Orin_v4.1_logs,16,19587136,104.57,107.95
Orin_v4.1_logs,32,19709696,129.38,130.43
Orin_v4.1_logs,128,8310656,177.04,177.04
Orin_v4.1_logs,64,16984064,165.50,166.45
Orin_v4.1_logs,32,17815648,136.39,138.64
Orin_v4.1_logs,64,23504224,159.46,160.56
Orin_v4.1_logs,16,23394720,94.54,98.83
Orin_v4.1_logs,32,19972864,129.90,130.97
Orin_v4.1_logs,16,16870368,110.12,114.18
Orin_v4.1_logs,256,23406176,182.73,183.25
Orin_v4.1_logs,16,29786112,69.46,71.95
Orin_v4.1_logs,32,7816448,175.49,176.51
Orin_v4.1_logs,256,27844480,167.96,168.43
Orin_v4.1_logs,16,24429504,96.82,100.31
Orin_v4.1_logs,16,22969280,100.15,103.69
Orin_v4.1_logs,16,21509280,103.81,107.95
Orin_v4.1_logs,32,23031008,132.37,135.01
Orin_v4.1_logs,16,22849056,99.78,103.50
Orin_v4.1_logs,256,24506784,167.03,167.58
Orin_v4.1_logs,16,25647680,90.52,93.55
Orin_v4.1_logs,256,23417792,183.05,183.66
Orin_v4.1_logs,256,23035264,182.10,183.01
Orin_v4.1_logs,128,22676896,158.00,158.59
Orin_v4.1_logs,128,21607392,158.31,159.16
Orin_v4.1_logs,16,17154592,110.61,114.49
Orin_v4.1_logs,32,18525888,140.21,141.81
Orin_v4.1_logs,32,21686176,136.53,138.07
Orin_v4.1_logs,16,16958752,107.24,111.54
Orin_v4.1_logs,16,23329312,93.92,97.51
Orin_v4.1_logs,16,18874144,105.07,108.64
Orin_v4.1_logs,16,23389760,98.11,102.53
Orin_v4.1_logs,64,27815904,136.90,138.13
Orin_v4.1_logs,256,26698176,166.28,166.74
Orin_v4.1_logs,64,19387264,161.55,163.38
Orin_v4.1_logs,16,18680672,104.22,109.36
Orin_v4.1_logs,64,28433824,141.16,142.27
Orin_v4.1_logs,256,23376576,183.64,184.41
Orin_v4.1_logs,64,20750592,158.04,160.84
Orin_v4.1_logs,16,16946560,108.14,111.70
Orin_v4.1_logs,16,16859520,109.04,112.54
Orin_v4.1_logs,64,16987648,165.59,166.62
Orin_v4.1_logs,270,23364352,185.17,185.56
Orin_v4.1_logs,16,18047136,99.03,102.18
Orin_v4.1_logs,256,28206272,165.65,166.97
Orin_v4.1_logs,128,28055904,159.76,160.31
Orin_v4.1_logs,16,17912128,104.23,109.11
Orin_v4.1_logs,16,20271200,99.56,103.84
Orin_v4.1_logs,64,23761088,146.44,147.41
Orin_v4.1_logs,16,16987552,108.49,113.31
Orin_v4.1_logs,64,23336928,151.42,153.07
Orin_v4.1_logs,32,21594016,134.02,137.02
Orin_v4.1_logs,128,21452640,175.71,176.11
Orin_v4.1_logs,256,23372000,183.61,184.32
Orin_v4.1_logs,16,19359136,99.83,103.31
Orin_v4.1_logs,16,18774496,105.81,111.12
Orin_v4.1_logs,64,19296896,148.47,148.87
Orin_v4.1_logs,32,21151520,137.07,138.93
Orin_v4.1_logs,32,23331776,133.81,135.42
Orin_v4.1_logs,16,21247392,99.31,103.93
Orin_v4.1_logs,256,17932672,184.26,184.88
Orin_v4.1_logs,64,16994816,163.51,164.25
Orin_v4.1_logs,64,23727840,157.00,158.50
Orin_v4.1_logs,16,23229216,96.71,100.19
Orin_v4.1_logs,256,8329856,181.40,181.82
Orin_v4.1_logs,32,16986784,144.25,146.25
Orin_v4.1_logs,32,23409824,130.54,133.62
Orin_v4.1_logs,256,21547456,185.60,186.07
Orin_v4.1_logs,32,23400608,133.36,134.94
Orin_v4.1_logs,64,31751392,156.37,157.18
Orin_v4.1_logs,128,38945408,172.99,173.29
Orin_v4.1_logs,256,20151392,171.21,171.67
Orin_v4.1_logs,64,19490496,153.63,155.25
Orin_v4.1_logs,16,23443616,100.65,104.14
Orin_v4.1_logs,128,23356448,172.61,173.72
Orin_v4.1_logs,128,25889024,159.36,159.90
Orin_v4.1_logs,100,23746464,195.39,195.81
Orin_v4.1_logs,128,18821824,177.42,177.86
Orin_v4.1_logs,256,8539424,177.06,177.48
Orin_v4.1_logs,32,16965888,144.43,147.42
Orin_v4.1_logs,128,8275264,175.73,175.76
Orin_v4.1_logs,32,19593312,131.26,133.56
Orin_v4.1_logs,16,17234432,106.01,110.20
Orin_v4.1_logs,256,21214208,167.09,168.14
Orin_v4.1_logs,16,31154336,92.38,97.77
Orin_v4.1_logs,32,23389376,125.22,126.98
Orin_v4.1_logs,128,23385376,173.28,173.64
Orin_v4.1_logs,32,19942528,136.87,138.56
Orin_v4.1_logs,32,25280416,126.42,128.03
Orin_v4.1_logs,64,8338432,181.86,181.93
Orin_v4.1_logs,128,22900096,175.70,176.04
Orin_v4.1_logs,64,17762368,164.43,165.38
Orin_v4.1_logs,16,16971168,110.75,114.49
Orin_v4.1_logs,16,17986304,105.49,110.68
Orin_v4.1_logs,256,17552448,184.22,184.86
Orin_v4.1_logs,256,16954400,185.48,186.04
Orin_v4.1_logs,64,8228288,176.96,177.76
Orin_v4.1_logs,256,23998624,165.70,166.40
Orin_v4.1_logs,128,23569792,173.36,174.41
Orin_v4.1_logs,128,17150944,176.21,177.46
Orin_v4.1_logs,256,34821408,166.81,167.44
Orin_v4.1_logs,64,38390464,152.70,154.10
Orin_v4.1_logs,16,28722048,91.38,95.28
Orin_v4.1_logs,128,18717792,180.26,180.98
Orin_v4.1_logs,256,17728192,183.56,184.37
Orin_v4.1_logs,16,22310912,103.38,107.09
Orin_v4.1_logs,256,21937632,168.59,169.85
Orin_v4.1_logs,64,21705152,146.93,148.24
Orin_v4.1_logs,256,33372448,164.56,165.23
Orin_v4.1_logs,32,23528480,131.52,133.39
Orin_v4.1_logs,16,23440832,98.08,101.21
Xavier_v1.1_logs,16,35113327,45.53,46.32
Xavier_v1.1_logs,16,35719239,40.12,41.03
Xavier_v1.1_logs,128,35978598,46.41,46.57
Xavier_v1.1_logs,32,33239600,47.70,47.89
Xavier_v1.1_logs,32,35314510,47.39,47.58
Xavier_v1.1_logs,32,29282868,48.56,48.66
Xavier_v1.1_logs,32,39926471,44.65,44.88
Xavier_v1.1_logs,128,37816838,46.94,47.08
Xavier_v1.1_logs,16,32047626,45.88,46.68
Xavier_v1.1_logs,64,31738955,48.46,48.65
Xavier_v1.1_logs,64,39763210,48.15,48.31
Xavier_v1.1_logs,256,31904134,46.86,47.12
Xavier_v1.1_logs,256,47110570,46.69,46.84
Xavier_v1.1_logs,16,50720819,40.44,41.38
Xavier_v1.1_logs,16,32735768,42.86,43.76
Xavier_v1.1_logs,64,46479376,47.78,47.94
Xavier_v1.1_logs,128,41739727,46.26,46.41
Xavier_v1.1_logs,64,32075927,47.85,48.03
Xavier_v1.1_logs,128,47556099,46.12,46.28
Xavier_v1.1_logs,32,35225754,46.25,46.45
Xavier_v1.1_logs,256,33553343,46.63,46.80
Xavier_v1.1_logs,32,31705340,47.36,47.62
Xavier_v1.1_logs,32,37781914,45.51,45.74
Xavier_v1.1_logs,32,38861861,47.29,47.46
Xavier_v1.1_logs,128,38110821,46.04,46.21
Xavier_v1.1_logs,32,34921895,47.21,47.40
Xavier_v1.1_logs,64,30828288,48.71,48.80
Xavier_v1.1_logs,256,47310131,46.47,46.65
Xavier_v1.1_logs,256,34451360,45.66,45.82
Xavier_v1.1_logs,32,37946608,43.74,44.01
Xavier_v1.1_logs,64,37999730,47.23,47.46
Xavier_v1.1_logs,128,41639863,46.92,47.07
Xavier_v1.1_logs,256,40204188,46.29,46.50
Xavier_v1.1_logs,256,32064172,46.62,46.81
Xavier_v1.1_logs,256,33240664,47.02,47.19
Xavier_v1.1_logs,256,55522173,46.89,47.05
Xavier_v1.1_logs,64,37465159,48.12,48.31
Xavier_v1.1_logs,32,32414827,46.67,46.78
Xavier_v1.1_logs,256,41935508,46.60,46.79
Xavier_v1.1_logs,256,72154598,46.65,46.82
Xavier_v1.1_logs,128,45693844,46.53,46.79
Xavier_v1.1_logs,16,44559744,43.49,44.39
Xavier_v1.1_logs,128,37648960,47.14,47.27
Xavier_v1.1_logs,64,45645483,47.46,47.61
Xavier_v1.1_logs,64,38281025,46.50,46.77
Xavier_v1.1_logs,128,38167720,46.66,46.86
Xavier_v1.1_logs,128,32660060,46.40,46.57
Xavier_v1.1_logs,64,31317088,48.64,48.77
Xavier_v1.1_logs,32,40325886,47.19,47.39
Xavier_v1.1_logs,128,48706873,46.86,47.00
Xavier_v1.1_logs,128,37825380,47.18,47.31
Xavier_v1.1_logs,10,43680576,47.47,47.58
Xavier_v1.1_logs,256,55387904,46.43,46.58
Xavier_v1.1_logs,256,55600512,1.00,38.55
Xavier_v1.1_logs,32,38256049,46.62,46.84
Xavier_v1.1_logs,16,34497968,43.59,44.46
Xavier_v1.1_logs,128,52745754,46.48,46.70
Xavier_v1.1_logs,16,51915295,42.45,43.37
Xavier_v1.1_logs,256,46807465,46.43,46.61
Xavier_v1.1_logs,256,44106595,46.94,47.11
Xavier_v1.1_logs,128,37062935,46.99,47.14
Xavier_v1.1_logs,16,22976896,48.27,48.99
Xavier_v1.1_logs,256,37954578,46.55,46.75
Xavier_v1.1_logs,16,35373432,44.10,44.95
Xavier_v1.1_logs,256,41068882,46.42,46.64
Xavier_v1.1_logs,16,37865510,45.20,46.02
Xavier_v1.1_logs,32,39422990,42.76,43.04
Xavier_v1.1_logs,32,39135200,45.95,46.14
Xavier_v1.1_logs,256,38492931,47.11,47.27
Xavier_v1.1_logs,64,31862389,48.65,48.80
Xavier_v1.1_logs,10,22599456,48.14,48.43
Xavier_v1.1_logs,256,56301344,1.99,42.40
Xavier_v1.1_logs,256,38353309,46.95,47.11
Xavier_v1.1_logs,128,32972209,47.12,47.27
Xavier_v1.1_logs,32,45680785,46.43,46.64
Xavier_v1.1_logs,256,43430833,46.67,46.83
Xavier_v1.1_logs,64,47718385,47.10,47.27
Xavier_v1.1_logs,64,33500347,48.55,48.70
Xavier_v1.1_logs,256,47953225,46.41,46.62
Xavier_v1.1_logs,16,52929289,39.37,40.31
Xavier_v1.1_logs,64,31247276,48.48,48.69
Xavier_v1.1_logs,32,41090488,46.45,46.66
Xavier_v1.1_logs,128,54734289,45.97,46.12
Xavier_v1.1_logs,256,33062400,47.17,47.32
Xavier_v1.1_logs,64,35208869,47.84,48.00
Xavier_v1.1_logs,128,39196317,46.65,46.86
Xavier_v1.1_logs,64,37830446,47.77,47.94
Xavier_v1.1_logs,10,37455136,47.07,47.18
Xavier_v1.1_logs,256,49861822,46.69,46.85
Xavier_v1.1_logs,32,40072132,46.97,47.17
Xavier_v1.1_logs,64,30767165,47.99,48.15
Xavier_v1.1_logs,256,35184666,47.00,47.20
Xavier_v1.1_logs,16,37785017,41.72,42.65
Xavier_v1.1_logs,32,27558436,47.78,47.97
Xavier_v1.1_logs,16,42013324,44.44,45.28
Xavier_v1.1_logs,32,44346882,46.66,46.85
Xavier_v1.1_logs,256,36226903,46.79,47.01
Xavier_v1.1_logs,16,29555207,45.76,46.58
Xavier_v1.1_logs,256,54656892,46.32,46.48
Xavier_v1.1_logs,128,32165024,46.68,46.86
Xavier_v1.1_logs,128,31857271,47.31,47.46
Xavier_v1.1_logs,16,29361044,45.88,46.70
Xavier_v1.1_logs,64,35302578,47.39,47.62
Xavier_v1.1_logs,256,58314848,1.00,36.16
Xavier_v1.1_logs,64,45616794,47.58,47.74
Xavier_v1.1_logs,256,38191860,46.89,47.10
Xavier_v1.1_logs,256,44564223,46.75,46.93
Xavier_v1.1_logs,256,37926836,47.04,47.19
Xavier_v1.1_logs,16,55030234,40.25,41.18
Xavier_v1.1_logs,10,22771328,47.30,47.67
Xavier_v1.1_logs,128,37848614,46.62,46.81
Xavier_v1.1_logs,64,30600148,48.93,49.10
Xavier_v1.1_logs,128,39783040,45.81,45.95
Xavier_v1.1_logs,128,37255785,47.19,47.32
Xavier_v1.1_logs,256,38140561,46.81,47.03
Xavier_v1.1_logs,10,22832928,48.03,48.33
Xavier_v1.1_logs,128,40385449,46.41,46.52
Xavier_v1.1_logs,32,41219200,43.37,43.65
Xavier_v1.1_logs,16,44650485,42.84,43.74
Xavier_v1.1_logs,16,33499488,40.01,40.93
Xavier_v1.1_logs,64,43033433,47.99,48.16
Xavier_v1.1_logs,32,24632640,49.29,49.42
Xavier_v1.1_logs,256,54773293,46.63,46.80
Xavier_v1.1_logs,16,44313951,42.29,43.18
Xavier_v1.1_logs,32,29301428,48.62,48.78
Xavier_v1.1_logs,64,31016106,47.66,47.81
Xavier_v1.1_logs,32,29765582,47.46,47.65
Xavier_v1.1_logs,32,41122334,45.06,45.30
Xavier_v1.1_logs,256,40013564,46.48,46.66
Xavier_v1.1_logs,16,24821742,47.34,48.08
Xavier_v1.1_logs,256,46579535,46.80,46.99
Xavier_v1.1_logs,128,36985002,47.12,47.25
Xavier_v1.1_logs,64,30987310,48.74,48.89
Xavier_v1.1_logs,32,35611159,42.70,43.07
Xavier_v1.1_logs,16,40278966,44.29,45.11
Xavier_v1.1_logs,16,38144488,41.44,42.71
Xavier_v1.1_logs,256,39911124,47.06,47.23
Xavier_v1.1_logs,128,37809177,45.80,46.01
Xavier_v1.1_logs,32,43564420,46.50,46.73
Xavier_v1.1_logs,256,44525822,46.29,46.53
Xavier_v1.1_logs,256,54079757,46.36,46.61
Xavier_v1.1_logs,16,40409980,40.05,40.89
Xavier_v1.1_logs,16,38104566,42.62,43.53
Xavier_v1.1_logs,32,29455062,48.10,48.32
Xavier_v1.1_logs,256,45516020,46.30,46.52
Xavier_v1.1_logs,128,50881470,46.56,46.77
Xavier_v1.1_logs,256,40169635,46.58,46.77
Xavier_v1.1_logs,256,38568192,46.66,46.81
Xavier_v1.1_logs,64,52254425,44.37,44.48
Xavier_v1.1_logs,256,58471388,46.10,46.26
Xavier_v1.1_logs,256,38770099,46.69,46.89
Xavier_v1.1_logs,16,37771431,44.46,45.29
Xavier_v1.1_logs,32,40095984,47.03,47.24
Xavier_v1.1_logs,16,47890888,42.31,43.22
Xavier_v1.1_logs,32,37745781,47.58,47.73
Xavier_v1.1_logs,64,32252092,48.56,48.72
Xavier_v1.1_logs,256,33811767,46.51,46.69
Xavier_v1.1_logs,256,38732433,46.46,46.63
Xavier_v1.1_logs,128,39454512,46.81,46.97
Xavier_v1.1_logs,256,51946734,46.97,47.13
Xavier_v1.1_logs,32,29460090,48.00,48.18
Xavier_v1.1_logs,256,36254460,46.71,46.98
Xavier_v1.1_logs,128,31835952,47.24,47.40
Xavier_v1.1_logs,64,38619834,47.46,47.63
Xavier_v1.1_logs,256,43404747,46.75,46.91
Xavier_v1.1_logs,64,39531068,47.04,47.21
Xavier_v1.1_logs,128,31889799,47.30,47.44
Xavier_v1.1_logs,16,31893475,45.40,46.22
Xavier_v1.1_logs,256,37738716,47.01,47.19
Xavier_v1.1_logs,64,35861191,47.43,47.59
Xavier_v1.1_logs,32,35810764,48.02,48.20
Xavier_v1.1_logs,16,44526504,41.02,41.99
Xavier_v1.1_logs,256,63855646,46.70,46.89
Xavier_v1.1_logs,16,54780389,40.95,41.96
Xavier_v1.1_logs,128,35269954,46.22,46.42
Xavier_v1.1_logs,32,51473014,46.17,46.38
Xavier_v1.1_logs,32,37802995,46.47,46.65
Xavier_v1.1_logs,64,38969829,46.13,46.31
Xavier_v1.1_logs,64,36013152,48.27,48.38
Xavier_v1.1_logs,32,41856035,46.98,47.24
Xavier_v1.1_logs,32,29442995,48.35,48.38
Xavier_v1.1_logs,16,39728536,45.37,46.19
Xavier_v1.1_logs,256,33538093,46.95,47.14
Xavier_v1.1_logs,32,42654121,45.62,45.85
Xavier_v1.1_logs,256,44725566,46.71,46.90
Xavier_v1.1_logs,16,38026560,44.91,45.72
Xavier_v1.1_logs,10,23841568,46.69,47.09
Xavier_v1.1_logs,16,28585877,45.61,46.41
Xavier_v1.1_logs,256,38358094,46.92,47.11
Xavier_v1.1_logs,32,35636404,47.83,48.00
Xavier_v1.1_logs,128,37666806,46.95,47.14
Xavier_v1.1_logs,32,38301706,46.52,46.73
Xavier_v1.1_logs,64,35806864,47.91,48.16
Xavier_v1.1_logs,256,37925960,46.98,47.14
Xavier_v1.1_logs,256,43836064,46.80,46.95
Xavier_v1.1_logs,256,32198353,46.83,47.01
Xavier_v1.1_logs,256,38900163,46.64,46.80
Xavier_v1.1_logs,256,42365521,1.99,40.63
Xavier_v1.1_logs,32,45539565,46.20,46.42
Xavier_v1.1_logs,32,27431116,48.20,48.37
Xavier_v1.1_logs,10,23914432,47.99,48.26
Xavier_v1.1_logs,128,37349977,46.47,46.63
Xavier_v1.1_logs,16,47573330,43.53,44.37
Xavier_v1.1_logs,256,46557056,46.44,46.60
Xavier_v1.1_logs,64,31186990,48.00,48.18
Xavier_v1.1_logs,16,35856821,44.89,45.70
